title,address,floor,fee,management_fee,deposit,gratuity,madori,menseki
プレール神田佐久間町,東京都千代田区神田佐久間町４,"
											4階",8.9万円,10500円,-,8.9万円,1K,20.08m2
プレール神田佐久間町,東京都千代田区神田佐久間町４,"
											7階",8.9万円,10500円,-,8.9万円,1K,20m2
プレール神田佐久間町,東京都千代田区神田佐久間町４,"
											8階",9万円,10500円,-,9万円,1K,20m2
マストライフ神田錦町,東京都千代田区神田錦町２,"
											12階",21.8万円,12880円,21.8万円,43.6万円,1LDK,49.28m2
ＪＲ総武線 浅草橋駅 12階建 新築,東京都千代田区東神田２,"
											8階",8.6万円,10000円,-,-,ワンルーム,16.46m2
ＪＲ総武線 浅草橋駅 12階建 新築,東京都千代田区東神田２,"
											10階",20.2万円,10000円,-,-,1LDK,49.16m2
ＪＲ総武線 浅草橋駅 12階建 新築,東京都千代田区東神田２,"
											12階",20.2万円,10000円,-,-,1LDK,49.16m2
ＪＲ総武線 浅草橋駅 12階建 新築,東京都千代田区東神田２,"
											11階",20.3万円,10000円,-,-,1LDK,49.16m2
ＪＲ総武線 浅草橋駅 12階建 新築,東京都千代田区東神田２,"
											11階",20.6万円,10000円,-,-,1LDK,49.16m2
ＪＲ総武線 浅草橋駅 12階建 新築,東京都千代田区東神田２,"
											12階",20.6万円,10000円,-,-,1LDK,49.16m2
Ｋ’ｓ麹町,東京都千代田区麹町１,"
											7階",14.5万円,10000円,14.5万円,14.5万円,ワンルーム,32.71m2
東京メトロ有楽町線 永田町駅 2階建 築23年,東京都千代田区隼町,"
											-",105万円,50000円,210万円,105万円,5LDK,192.94m2
東京メトロ有楽町線 永田町駅 2階建 築23年,東京都千代田区隼町,"
											1-2階",105万円,50000円,210万円,105万円,5LDK,192.94m2
千代田区隼町　５LDK,東京都千代田区隼町,"
											1階",120万円,-,240万円,120万円,5LDK,192.94m2
ルームスキノカ,東京都千代田区岩本町２,"
											10階",9.9万円,8880円,9.9万円,9.9万円,1K,25.76m2
ルームスキノカ,東京都千代田区岩本町２,"
											12階",11.7万円,6880円,11.7万円,11.7万円,1K,32.67m2
コンフォリア九段,東京都千代田区九段南２,"
											13階",22.7万円,10000円,22.7万円,22.7万円,1LDK,45.16m2
東京メトロ東西線 九段下駅 地下1地上12階建 築21年,東京都千代田区九段南２,"
											5階",8.7万円,8000円,8.7万円,8.7万円,1K,22.53m2
東京メトロ東西線 九段下駅 地下1地上12階建 築21年,東京都千代田区九段南２,"
											2階",9万円,8000円,9万円,9万円,1K,22.58m2
東京メトロ東西線 九段下駅 地下1地上12階建 築21年,東京都千代田区九段南２,"
											4階",9万円,8000円,9万円,9万円,1K,23.38m2
お茶ノ水リバーサイド,東京都千代田区外神田２,"
											10階",10.5万円,12000円,10.5万円,10.5万円,ワンルーム,30.66m2
グレース東神田,東京都千代田区東神田２,"
											10階",9.9万円,6000円,9.9万円,9.9万円,1K,28.05m2
グレース東神田,東京都千代田区東神田２,"
											7階",10.3万円,10500円,-,10.3万円,1K,28.05m2
ＪＲ中央線 水道橋駅 11階建 築8年,東京都千代田区神田三崎町３,"
											2階",13.7万円,10500円,-,13.7万円,1K,25.06m2
ＪＲ中央線 水道橋駅 11階建 築8年,東京都千代田区神田三崎町３,"
											3階",14.55万円,10500円,-,14.55万円,1K,25.03m2
ＪＲ中央線 水道橋駅 11階建 築8年,東京都千代田区神田三崎町３,"
											9階",14.8万円,10500円,-,14.8万円,1K,25.06m2
ＪＲ中央線 水道橋駅 11階建 築8年,東京都千代田区神田三崎町３,"
											8階",14.8万円,10500円,-,14.8万円,1K,25.06m2
都営新宿線 市ケ谷駅 地下1地上10階建 築39年,東京都千代田区九段南４,"
											6階",8万円,5000円,8万円,8万円,ワンルーム,24.2m2
千代田区二番町戸建て,東京都千代田区二番町,"
											-",260万円,-,520万円,260万円,4LDK,414.63m2
千代田区二番町戸建て,東京都千代田区二番町,"
											1-3階",260万円,-,520万円,260万円,3LDK,414.63m2
都営新宿線 市ケ谷駅 地下1地上7階建 築35年,東京都千代田区九段南４,"
											5階",14.5万円,10000円,29万円,14.5万円,1K,46.08m2
東京メトロ東西線 九段下駅 10階建 築24年,東京都千代田区九段北１,"
											8階",8.9万円,10500円,-,8.9万円,1K,22.73m2
東京メトロ東西線 九段下駅 10階建 築24年,東京都千代田区九段北１,"
											8階",9.4万円,10000円,-,9.4万円,ワンルーム,20.07m2
東京メトロ東西線 九段下駅 10階建 築24年,東京都千代田区九段北１,"
											8階",9.9万円,10500円,-,9.9万円,1K,22.73m2
東京メトロ東西線 九段下駅 10階建 築24年,東京都千代田区九段北１,"
											8階",10.6万円,10500円,-,10.6万円,ワンルーム,24.12m2
東京メトロ東西線 九段下駅 10階建 築24年,東京都千代田区九段北１,"
											10階",10.8万円,10500円,-,10.8万円,ワンルーム,24.12m2
東京メトロ有楽町線 市ケ谷駅 10階建 築21年,東京都千代田区九段南２,"
											5階",9.5万円,8000円,9.5万円,-,1K,22.71m2
東京メトロ有楽町線 市ケ谷駅 10階建 築21年,東京都千代田区九段南２,"
											6階",9.8万円,8000円,9.8万円,-,1K,23.3m2
東京メトロ有楽町線 市ケ谷駅 10階建 築21年,東京都千代田区九段南２,"
											5階",9.8万円,8000円,9.8万円,9.8万円,1K,22.98m2
東京メトロ有楽町線 市ケ谷駅 10階建 築21年,東京都千代田区九段南２,"
											5階",9.9万円,8000円,9.9万円,-,1K,22.71m2
グランフォース九段,東京都千代田区九段南２,"
											5階",8.7万円,8000円,8.7万円,8.7万円,1K,22.53m2
グランフォース九段,東京都千代田区九段南２,"
											4階",9万円,8000円,9万円,9万円,ワンルーム,23.38m2
グランフォース九段,東京都千代田区九段南２,"
											2階",9万円,8000円,9万円,9万円,1K,22.58m2
グランフォース九段,東京都千代田区九段南２,"
											5階",8万円,20000円,-,8万円,1K,23.12m2
マーシュフィールド四番町,東京都千代田区四番町,"
											8階",55万円,20000円,55万円,110万円,4LDK,117.58m2
ミライズレジデンシャル九段,東京都千代田区九段北１,"
											6階",15.9万円,10000円,15.9万円,-,1K,32.89m2
ラペルラ岩本町【LaPerla岩本町】,東京都千代田区岩本町２,"
											8階",11.3万円,10000円,11.3万円,11.3万円,1K,25.54m2
ラペルラ岩本町【LaPerla岩本町】,東京都千代田区岩本町２,"
											9階",11.5万円,10000円,11.5万円,11.5万円,1K,25.54m2
サクレ九段上,東京都千代田区九段南２,"
											2階",11.4万円,8000円,11.4万円,5.7万円,ワンルーム,26.52m2
サクレ九段上,東京都千代田区九段南２,"
											6階",11.7万円,8000円,11.7万円,11.7万円,ワンルーム,26.52m2
東京メトロ丸ノ内線 淡路町駅 地下3地上41階建 築11年,東京都千代田区神田淡路町２,"
											34階",47万円,-,94万円,47万円,3SLDK,73.89m2
東京メトロ丸ノ内線 淡路町駅 地下3地上41階建 築11年,東京都千代田区神田淡路町２,"
											23階",46万円,20000円,46万円,46万円,3LDK,72.76m2
共和ホームズ延寿御茶ノ水,東京都千代田区外神田２,"
											5階",10.4万円,6000円,10.4万円,-,ワンルーム,22.88m2
ＪＲ山手線 神田駅 10階建 築11年,東京都千代田区神田淡路町２,"
											10階",18万円,8000円,18万円,18万円,1LDK,40.13m2
アーバンステージ神田,東京都千代田区外神田２,"
											3階",10.3万円,5000円,-,10.3万円,ワンルーム,23.56m2
ＪＲ中央線 市ケ谷駅 13階建 築6年,東京都千代田区九段南２,"
											6階",11.7万円,8000円,11.7万円,11.7万円,ワンルーム,26.52m2
ＪＲ中央線 市ケ谷駅 13階建 築6年,東京都千代田区九段南２,"
											9階",11.8万円,8000円,11.8万円,5.9万円,1K,26.52m2
エクレール平河町,東京都千代田区平河町１,"
											5階",10万円,-,10万円,10万円,ワンルーム,33.65m2
エクレール平河町,東京都千代田区平河町１,"
											5階",10万円,-,10万円,10万円,ワンルーム,33.65m2
藤和半蔵門コープ,東京都千代田区隼町,"
											3階",14万円,-,14万円,14万円,1K,36.93m2
東京メトロ半蔵門線 半蔵門駅 10階建 築41年,東京都千代田区隼町,"
											3階",14万円,-,14万円,14万円,1K,36.93m2
ＪＲ中央線 飯田橋駅 38階建 築15年,東京都千代田区富士見２,"
											36階",59万円,-,59万円,59万円,3SLDK,83.84m2
東京メトロ銀座線 神田駅 11階建 築7年,東京都千代田区神田小川町１,"
											5階",13.4万円,5000円,13.4万円,13.4万円,ワンルーム,30.23m2
九段アビタシオン,東京都千代田区神田神保町３,"
											6階",8.9万円,-,8.9万円,8.9万円,ワンルーム,21.71m2
九段アビタシオン,東京都千代田区神田神保町３,"
											6階",8.9万円,6000円,8.9万円,8.9万円,ワンルーム,21.71m2
リヴシティ秋葉原,東京都千代田区岩本町３,"
											5階",10.7万円,10000円,-,-,1K,24.8m2
リヴシティ秋葉原,東京都千代田区岩本町３,"
											12階",11万円,10000円,-,-,1K,24.8m2
リヴシティ秋葉原,東京都千代田区岩本町３,"
											9階",11.5万円,10000円,-,-,1K,24.8m2
ワテラスタワーレジデンス,東京都千代田区神田淡路町２,"
											34階",47万円,-,94万円,47万円,3LDK,73.89m2
ワテラスタワーレジデンス,東京都千代田区神田淡路町２,"
											23階",46万円,20000円,46万円,46万円,3LDK,72.76m2
東神田サマリヤマンション,東京都千代田区東神田３,"
											2階",6.35万円,5500円,-,-,ワンルーム,21m2
東神田サマリヤマンション,東京都千代田区東神田３,"
											6階",7.2万円,10000円,7.2万円,7.2万円,1K,21.15m2
都営新宿線 岩本町駅 地下1地上11階建 築39年,東京都千代田区岩本町２,"
											8階",9万円,8000円,9万円,-,ワンルーム,23.6m2
パステルコート神田岩本町,東京都千代田区岩本町２,"
											8階",9万円,8000円,9万円,-,ワンルーム,23.6m2
ＪＲ中央線 御茶ノ水駅 11階建 築47年,東京都千代田区神田駿河台２,"
											2階",7万円,3000円,7万円,7万円,ワンルーム,14.96m2
ＪＲ中央線 御茶ノ水駅 11階建 築47年,東京都千代田区神田駿河台２,"
											3階",7.3万円,5000円,7.3万円,-,ワンルーム,14.58m2
ニューアガタビル,東京都千代田区東神田１,"
											4階",8.1万円,1000円,8.1万円,8.1万円,ワンルーム,19.72m2
ニューアガタビル,東京都千代田区東神田１,"
											5階",8.1万円,1000円,8.1万円,8.1万円,ワンルーム,19.72m2
PARK LUXE神田　【パークリュクス神田】,東京都千代田区神田多町２,"
											10階",38.9万円,20000円,-,38.9万円,3SLDK,61.89m2
東京メトロ東西線 九段下駅 9階建 築44年,東京都千代田区九段北１,"
											2階",6.5万円,5000円,6.5万円,6.5万円,ワンルーム,23.23m2
東京メトロ東西線 九段下駅 9階建 築44年,東京都千代田区九段北１,"
											3階",8.5万円,5000円,8.5万円,8.5万円,ワンルーム,23.23m2
東京メトロ半蔵門線 半蔵門駅 18階建 築5年,東京都千代田区一番町,"
											6階",50万円,57000円,100万円,50万円,3LDK,94.24m2
東京メトロ半蔵門線 半蔵門駅 18階建 築5年,東京都千代田区一番町,"
											6階",52万円,57600円,104万円,52万円,3LDK,95.23m2
東京メトロ銀座線 末広町駅 5階建 築53年,東京都千代田区外神田２,"
											5階",4.6万円,12000円,4.6万円,4.6万円,ワンルーム,9.72m2
東京メトロ銀座線 末広町駅 5階建 築53年,東京都千代田区外神田２,"
											5階",5.3万円,12000円,-,-,ワンルーム,9.72m2
東京メトロ半蔵門線 大手町駅 9階建 築9年,東京都千代田区神田錦町２,"
											9階",11.4万円,8000円,11.4万円,11.4万円,1K,25.99m2
東京メトロ半蔵門線 大手町駅 9階建 築9年,東京都千代田区神田錦町２,"
											2階",13.5万円,15000円,-,13.5万円,1DK,31.86m2
フェリス松本九段,東京都千代田区九段南３,"
											5階",7.1万円,8000円,7.1万円,-,ワンルーム,20.89m2
フェリス松本九段,東京都千代田区九段南３,"
											4階",7.3万円,8000円,7.3万円,-,ワンルーム,20.89m2
ファインコート秋葉原,東京都千代田区神田佐久間町４,"
											4階",8.5万円,12000円,8.5万円,-,1K,27.16m2
ファインコート秋葉原,東京都千代田区神田佐久間町４,"
											3階",8.5万円,12000円,8.5万円,-,1K,27.16m2
ブランズ四番町,東京都千代田区四番町,"
											10階",48万円,20000円,48万円,48万円,3LDK,77.35m2
ライオンズステーションプラザ半蔵門,東京都千代田区麹町１,"
											2階",7.7万円,-,7.7万円,-,ワンルーム,17.34m2
ライオンズステーションプラザ半蔵門,東京都千代田区麹町１,"
											7階",9.9万円,-,19.8万円,-,ワンルーム,23.63m2
東京メトロ半蔵門線 神保町駅 14階建 新築,東京都千代田区神田神保町２,"
											4階",40万円,30000円,40万円,40万円,3SLDK,70.84m2
東京メトロ有楽町線 麹町駅 11階建 築52年,東京都千代田区二番町,"
											9階",7.5万円,5000円,7.5万円,7.5万円,ワンルーム,18.27m2
東京メトロ有楽町線 麹町駅 11階建 築52年,東京都千代田区二番町,"
											5階",7.2万円,8000円,7.2万円,7.2万円,ワンルーム,15.37m2
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,"
											4階",8.2万円,10000円,8.2万円,8.2万円,1K,27.16m2
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,"
											4階",8.5万円,10000円,8.5万円,-,1K,27.16m2
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,"
											4階",8.5万円,12000円,8.5万円,-,1K,27.16m2
ＪＲ山手線 秋葉原駅 9階建 築27年,東京都千代田区神田佐久間町４,"
											3階",8.5万円,12000円,8.5万円,-,1K,27.16m2
東京メトロ半蔵門線 半蔵門駅 地下1地上18階建 築5年,東京都千代田区一番町,"
											6階",50万円,57000円,100万円,50万円,3LDK,94.24m2
エルハイム麹町,東京都千代田区九段南３,"
											3階",7.8万円,5000円,7.8万円,7.8万円,ワンルーム,21.41m2
ＪＲ総武線 市ケ谷駅 9階建 築42年,東京都千代田区九段南３,"
											3階",7.8万円,5000円,7.8万円,7.8万円,ワンルーム,21.41m2
ＪＲ山手線 秋葉原駅 9階建 築8年,東京都千代田区岩本町２,"
											3階",9.7万円,10000円,-,9.7万円,1K,25.47m2
東京メトロ南北線 市ケ谷駅 地下2地上17階建 築17年,東京都千代田区四番町,"
											13階",68万円,20000円,136万円,68万円,3LDK,100.61m2
ハミルトンプレイス,東京都千代田区三番町,"
											4階",14.4万円,10000円,14.4万円,14.4万円,ワンルーム,33.5m2
SUNWOODFLATS神田神保町　【サンウッドフラッツ神田神保町】,東京都千代田区神田神保町２,"
											7階",15万円,-,15万円,15万円,ワンルーム,25.43m2
SUNWOODFLATS神田神保町　【サンウッドフラッツ神田神保町】,東京都千代田区神田神保町２,"
											5階",17万円,10000円,17万円,17万円,1LDK,30.86m2
SUNWOODFLATS神田神保町　【サンウッドフラッツ神田神保町】,東京都千代田区神田神保町２,"
											8階",18.8万円,10000円,18.8万円,18.8万円,1LDK,34.89m2
SUNWOODFLATS神田神保町　【サンウッドフラッツ神田神保町】,東京都千代田区神田神保町２,"
											13階",24万円,-,24万円,24万円,1LDK,41.54m2
朝日六番町マンション,東京都千代田区六番町,"
											8階",10万円,-,30万円,10万円,ワンルーム,26.1m2
東京メトロ銀座線 神田駅 12階建 築4年,東京都千代田区東神田２,"
											8階",11.6万円,10000円,-,-,1K,25.65m2
東京メトロ銀座線 神田駅 12階建 築4年,東京都千代田区東神田２,"
											11階",17万円,15000円,-,-,1LDK,41.28m2
二番町テラス,東京都千代田区二番町,"
											11階",61万円,-,122万円,-,2LDK,100.75m2
二番町テラス,東京都千代田区二番町,"
											11階",93万円,-,186万円,-,3LDK,143.61m2
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,"
											2階",86万円,-,172万円,86万円,3LDK,108.53m2
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築9年,東京都千代田区三番町,"
											2階",89万円,-,178万円,89万円,3SLDK,120.65m2
Dimus大手町North　【ディームス大手町ノース】,東京都千代田区神田多町２,"
											3階",28.4万円,15000円,28.4万円,-,2SLDK,50m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築16年,東京都千代田区三番町,"
											13階",63万円,20000円,63万円,63万円,3LDK,116.99m2
東京メトロ半蔵門線 神保町駅 14階建 新築,東京都千代田区神田神保町２,"
											4階",40万円,30000円,40万円,40万円,3LDK,70.84m2
ＪＲ中央線 四ツ谷駅 8階建 築23年,東京都千代田区六番町,"
											8階",64.3万円,-,64.3万円,64.3万円,3LDK,106.27m2
ＪＲ中央線 四ツ谷駅 8階建 築23年,東京都千代田区六番町,"
											8階",64.3万円,-,64.3万円,64.3万円,3LDK,106.27m2
東京メトロ半蔵門線 神保町駅 5階建 築6年,東京都千代田区神田神保町１,"
											2階",10.7万円,7000円,10.7万円,10.7万円,1K,23.15m2
ＪＲ中央線 御茶ノ水駅 8階建 築41年,東京都千代田区外神田２,"
											5階",10.4万円,6000円,10.4万円,-,ワンルーム,22.88m2
都営新宿線 岩本町駅 14階建 新築,東京都千代田区岩本町２,"
											10階",29.5万円,15000円,29.5万円,29.5万円,2SLDK,59.54m2
ザ・パークハウスグラン三番町,東京都千代田区三番町,"
											4階",65万円,20000円,130万円,65万円,2SLDK,105.45m2
ザ・パークハウスグラン三番町,東京都千代田区三番町,"
											9階",68万円,-,136万円,68万円,2SLDK,101.57m2
東京メトロ東西線 飯田橋駅 地下1地上8階建 築39年,東京都千代田区富士見１,"
											4階",11万円,5000円,22万円,11万円,2K,35.83m2
東京メトロ東西線 飯田橋駅 地下1地上8階建 築39年,東京都千代田区富士見１,"
											3階",20.5万円,15000円,41万円,20.5万円,3LDK,70.35m2
ＪＲ山手線 秋葉原駅 15階建 築17年,東京都千代田区神田須田町２,"
											13階",18万円,15000円,18万円,18万円,2LDK,49.85m2
フォレシティ神田須田町,東京都千代田区神田須田町２,"
											13階",18万円,15000円,18万円,18万円,2LDK,49.85m2
東京メトロ日比谷線 秋葉原駅 11階建 築3年,東京都千代田区神田佐久間町３,"
											3階",31万円,20000円,31万円,31万円,2LDK,70.55m2
ガレリアドゥエル神田岩本町,東京都千代田区岩本町２,"
											10階",29.5万円,15000円,29.5万円,29.5万円,2LDK,59.54m2
ガレリアドゥエル神田岩本町,東京都千代田区岩本町２,"
											11階",40万円,-,40万円,40万円,1SLDK,59.54m2
ＪＲ山手線 神田駅 14階建 新築,東京都千代田区岩本町２,"
											10階",29.5万円,15000円,29.5万円,29.5万円,2LDK,59.54m2
ＪＲ山手線 神田駅 13階建 築9年,東京都千代田区内神田２,"
											7階",26.5万円,15000円,26.5万円,26.5万円,2LDK,52.18m2
グラックス市ヶ谷一口坂,東京都千代田区九段北４,"
											5階",33万円,-,33万円,33万円,2SLDK,70.79m2
グラックス市ヶ谷一口坂,東京都千代田区九段北４,"
											5-6階",33万円,-,33万円,33万円,2LDK,70.79m2
ガーラ・ヴィスタ水道橋,東京都千代田区神田猿楽町２,"
											13階",24万円,-,48万円,24万円,2LDK,50.13m2
東京メトロ銀座線 神田駅 地下2地上19階建 築15年,東京都千代田区神田須田町１,"
											6階",38.6万円,-,77.2万円,-,2LDK,63.8m2
四番町テラス,東京都千代田区四番町,"
											2階",55万円,-,110万円,55万円,3SLDK,108.85m2
ザ・パークハウス アーバンス 千代田御茶ノ水,東京都千代田区神田猿楽町１,"
											9階",28万円,-,56万円,28万円,2LDK,52.61m2
麹町三番町マンション,東京都千代田区三番町,"
											4階",38万円,-,38万円,38万円,3LDK,105.6m2
カーサフジマ,東京都千代田区九段北４,"
											3階",30万円,27200円,60万円,30万円,3LDK,76.59m2
東京メトロ東西線 九段下駅 13階建 築7年,東京都千代田区九段北１,"
											10階",29.2万円,-,29.2万円,29.2万円,2LDK,61.33m2
ＪＲ山手線 秋葉原駅 3階建 築48年,東京都千代田区神田和泉町,"
											3階",15万円,-,15万円,15万円,3DK,53.64m2
ロイジェント九段,東京都千代田区九段北１,"
											10階",29.2万円,-,29.2万円,29.2万円,2LDK,61.33m2
東京メトロ半蔵門線 半蔵門駅 15階建 築19年,東京都千代田区麹町３,"
											10階",53.2万円,20000円,53.2万円,53.2万円,2LDK,82.71m2
二番町パークフォレスト,東京都千代田区二番町,"
											12階",65万円,-,130万円,130万円,2LDK,133.84m2
ＪＲ山手線 神田駅 13階建 築9年,東京都千代田区内神田２,"
											3階",13万円,10000円,13万円,13万円,1K,26.32m2
ＪＲ山手線 神田駅 13階建 築9年,東京都千代田区内神田２,"
											7階",26.5万円,15000円,26.5万円,26.5万円,2LDK,52.18m2
プラティーヌ御茶ノ水,東京都千代田区神田須田町１,"
											6階",38.6万円,-,77.2万円,-,2LDK,63.8m2
パルシオ五番町,東京都千代田区五番町,"
											4階",34.8万円,20000円,69.6万円,34.8万円,2LDK,66.67m2
アトラス千代田御茶ノ水,東京都千代田区神田猿楽町１,"
											10階",33.5万円,-,67万円,67万円,2LDK,57.45m2
ＪＲ中央線 神田駅 12階建 築3年,東京都千代田区神田多町２,"
											10階",38.9万円,20000円,-,38.9万円,2LDK,61.89m2
ＪＲ中央線 神田駅 12階建 築3年,東京都千代田区神田多町２,"
											12階",40.9万円,20000円,-,40.9万円,2LDK,61.89m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築2年,東京都千代田区一番町,"
											7階",48万円,15000円,48万円,48万円,2LDK,72.41m2
東京メトロ半蔵門線 半蔵門駅 地下1地上14階建 築2年,東京都千代田区一番町,"
											13階",53万円,30000円,53万円,53万円,2LDK,73.22m2
ジオ千代田大手町,東京都千代田区内神田１,"
											11階",35万円,10000円,35万円,35万円,2LDK,55.07m2
ＪＲ山手線 神田駅 12階建 築4年,東京都千代田区神田多町２,"
											11階",19.7万円,12000円,19.7万円,-,1SLDK,37.91m2
東京メトロ半蔵門線 半蔵門駅 14階建 築19年,東京都千代田区麹町３,"
											12階",32.5万円,15000円,-,-,2LDK,59.39m2
東京メトロ半蔵門線 半蔵門駅 地下1地上11階建 築53年,東京都千代田区三番町,"
											9階",38万円,-,38万円,38万円,3LDK,105.6m2
ＪＲ山手線 神田駅 13階建 築17年,東京都千代田区岩本町２,"
											11階",15.5万円,10000円,15.5万円,15.5万円,2K,37.26m2
東京メトロ半蔵門線 神保町駅 12階建 築26年,東京都千代田区神田神保町３,"
											9階",22.5万円,15000円,22.5万円,22.5万円,2LDK,55.97m2
ＪＲ山手線 神田駅 13階建 新築,東京都千代田区内神田１,"
											3階",45万円,27000円,45万円,45万円,2LDK,56.7m2
アパラザール秋葉原駅東,東京都千代田区神田佐久間町３,"
											3階",31万円,20000円,31万円,31万円,2LDK,70.55m2
都営新宿線 小川町駅 13階建 築2年,東京都千代田区神田小川町１,"
											7階",22.9万円,20000円,22.9万円,-,2LDK,40.08m2
ＪＲ山手線 神田駅 11階建 築12年,東京都千代田区神田多町２,"
											2階",18.3万円,10000円,36.6万円,18.3万円,1LDK,40.01m2
東京メトロ半蔵門線 半蔵門駅 地下1地上9階建 築20年,東京都千代田区三番町,"
											6階",75万円,-,150万円,75万円,2LDK,113.71m2
パークコート三番町,東京都千代田区三番町,"
											6階",75万円,-,150万円,75万円,2LDK,113.71m2
東京メトロ銀座線 神田駅 10階建 築4年,東京都千代田区神田須田町１,"
											10階",25.5万円,19000円,25.5万円,25.5万円,2LDK,52.95m2
東京メトロ銀座線 神田駅 10階建 築4年,東京都千代田区神田須田町１,"
											10階",26.9万円,19000円,26.9万円,26.9万円,2LDK,52.95m2
東京メトロ半蔵門線 半蔵門駅 8階建 築45年,東京都千代田区平河町１,"
											6階",28.5万円,-,28.5万円,28.5万円,3LDK,85m2
東京メトロ丸ノ内線 淡路町駅 11階建 築10年,東京都千代田区神田錦町１,"
											2階",16万円,10000円,16万円,16万円,2DK,42.47m2
東京メトロ丸ノ内線 淡路町駅 11階建 築10年,東京都千代田区神田錦町１,"
											2階",16万円,10000円,16万円,16万円,2DK,42.47m2
ＡＺＵＲＥ神田錦町,東京都千代田区神田錦町１,"
											2階",16万円,10000円,16万円,16万円,2DK,42.47m2
シルヴァーアウル,東京都千代田区岩本町２,"
											3階",15万円,10000円,15万円,15万円,1LDK,42.04m2
シルヴァーアウル,東京都千代田区岩本町２,"
											6階",16.4万円,10000円,16.4万円,16.4万円,1LDK,47.17m2
都営新宿線 岩本町駅 9階建 築7年,東京都千代田区岩本町２,"
											7階",16.4万円,10000円,16.4万円,16.4万円,1LDK,47.17m2
東京メトロ半蔵門線 半蔵門駅 地下2地上14階建 築23年,東京都千代田区一番町,"
											8階",46万円,45000円,92万円,46万円,2LDK,87.68m2
PEAKS神田,東京都千代田区神田西福田町,"
											7階",17.5万円,10000円,17.5万円,-,1LDK,40.13m2
PEAKS神田,東京都千代田区神田西福田町,"
											12階",18万円,10000円,18万円,-,1LDK,40.13m2
PEAKS神田,東京都千代田区神田西福田町,"
											11階",18.2万円,10000円,18.2万円,-,1LDK,37.64m2
ZOOM AKIHABARA　【ズーム秋葉原】,東京都千代田区神田佐久間町３,"
											9階",13.7万円,12000円,13.7万円,-,1K,31.09m2
ZOOM AKIHABARA　【ズーム秋葉原】,東京都千代田区神田佐久間町３,"
											12階",19万円,25000円,-,-,1SLDK,41.64m2
東京メトロ有楽町線 麹町駅 地下4地上17階建 築24年,東京都千代田区二番町,"
											11階",54万円,-,54万円,54万円,2LDK,89.48m2
ウエリス千代田東神田,東京都千代田区東神田２,"
											6階",18万円,15000円,18万円,18万円,1LDK,42.47m2
ウエリス千代田東神田,東京都千代田区東神田２,"
											6階",18.5万円,15000円,18.5万円,18.5万円,1LDK,42.47m2
ＪＲ山手線 秋葉原駅 12階建 築5年,東京都千代田区神田佐久間町３,"
											8階",19.1万円,16000円,19.1万円,19.1万円,1LDK,41.64m2
ＪＲ山手線 秋葉原駅 12階建 築5年,東京都千代田区神田佐久間町３,"
											12階",19万円,25000円,-,-,1LDK,41.64m2
東京メトロ半蔵門線 半蔵門駅 7階建 築37年,東京都千代田区九段南３,"
											5階",7.1万円,8000円,7.1万円,-,ワンルーム,20.89m2
東京メトロ半蔵門線 半蔵門駅 7階建 築37年,東京都千代田区九段南３,"
											4階",7.3万円,8000円,7.3万円,-,ワンルーム,20.89m2
東京メトロ日比谷線 小伝馬町駅 23階建 築11年,東京都千代田区岩本町１,"
											2階",15万円,10000円,15万円,15万円,1LDK,31.72m2
ル・グラン三番町,東京都千代田区三番町,"
											2階",48万円,-,96万円,48万円,2LDK,98m2
ライオンズ千代田三崎町,東京都千代田区神田三崎町３,"
											12階",16.8万円,-,16.8万円,16.8万円,1LDK,37.03m2
ＪＲ山手線 神田駅 9階建 築12年,東京都千代田区神田富山町,"
											5階",18.6万円,10000円,-,18.6万円,1LDK,44.39m2
ザ・パークハビオ飯田橋プレイス,東京都千代田区飯田橋１,"
											9階",21.8万円,15000円,21.8万円,-,1LDK,40.49m2
ＣＯＮＯＥ＜秋葉原岩本町＞,東京都千代田区岩本町３,"
											3階",18万円,10000円,36万円,18万円,1LDK,47.29m2
ＪＲ山手線 神田駅 5階建 築24年,東京都千代田区神田須田町１,"
											4-5階",25万円,-,100万円,25万円,1SLDK,66.93m2
ＪＲ山手線 御徒町駅 7階建 築43年,東京都千代田区外神田６,"
											2階",17.5万円,-,17.5万円,17.5万円,2LDK,52.81m2
パークアクシス小伝馬町,東京都千代田区岩本町１,"
											11階",15万円,11000円,15万円,-,ワンルーム,31.28m2
パークアクシス小伝馬町,東京都千代田区岩本町１,"
											8階",18万円,13000円,18万円,-,1LDK,40.01m2
パークアクシス小伝馬町,東京都千代田区岩本町１,"
											14階",21.8万円,13000円,21.8万円,-,1LDK,45.16m2
ライオンズマンション麹町桔梗,東京都千代田区麹町２,"
											3階",18万円,-,18万円,18万円,2LDK,51.18m2
チェスターハウス猿楽町,東京都千代田区神田猿楽町１,"
											2階",16万円,4000円,32万円,-,1LDK,39.99m2
